Time,Target,Rank_1_Mean,Rank_1_Std,Rank_2_Mean,Rank_2_Std,Rank_3_Mean,Rank_3_Std,Rank_4_Mean,Rank_4_Std,Rank_5_Mean,Rank_5_Std
0.0,0.6140985741147944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02002002002002002,0.6162356912488173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04004004004004004,0.6183800617212356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06006006006006006,0.6205317088670067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08008008008008008,0.6226906560872132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10010010010010009,0.624856926849189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12012012012012012,0.62703054468664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14014014014014015,0.6292115331997695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16016016016016016,0.6313999160554002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18018018018018017,0.6335957169870987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20020020020020018,0.6357989597952961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22022022022022023,0.6380096683474114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24024024024024024,0.6402278665779726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2602602602602603,0.6424535784887407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2802802802802803,0.6446868281488284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3003003003003003,0.6469276396948221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3203203203203203,0.6491760373309037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34034034034034033,0.6514320453289705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36036036036036034,0.6536956880287548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38038038038038036,0.6559669898379442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40040040040040037,0.6582459752323014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42042042042042044,0.660532668755784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44044044044044045,0.6628270950206617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46046046046046046,0.6651292787076358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4804804804804805,0.6674392445659576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5005005005005005,0.6697570174135464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5205205205205206,0.6720826221371062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5405405405405406,0.674416083692243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5605605605605606,0.6767574271035818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5805805805805806,0.6791066774648835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6006006006006006,0.6814638599391596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6206206206206206,0.6838289997587887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6406406406406406,0.6862021222256317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6606606606606606,0.6885832527111457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6806806806806807,0.6909724166565004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7007007007007007,0.6933696395726896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7207207207207207,0.6957749470406464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7407407407407407,0.6981883647113555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7607607607607607,0.7006099183059671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7807807807807807,0.703039633615908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8008008008008007,0.7054775365029935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8208208208208209,0.7079236528995394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8408408408408409,0.7103780088084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8608608608608609,0.7128406303034428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8808808808808809,0.7153115435289289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9009009009009009,0.7177907747003527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
