Run_ID,Genotype,Lecanemab_mg_kg,Cromolyn_mg_kg,Replicate,Final_Atrophy_Percent,Final_Total_Amyloid,Final_Total_Cytokine
65,APOE 4/4,5.0,30.0,1,2.1,27.061017288037462,1.8620601981772282
66,APOE 4/4,5.0,30.0,2,6.800000000000001,129.44261430570552,4.659539950473997
67,APOE 4/4,5.0,30.0,3,41.8,1420.6898624163648,46.79191059900745
68,APOE 4/4,5.0,30.0,4,7.1,27.29378566549284,1.8481847067883912
69,APOE 4/4,5.0,30.0,5,14.099999999999998,25.53697285147306,2.0487545783064336
70,APOE 4/4,5.0,40.0,1,6.800000000000001,27.263846722370893,2.1703569625470056
71,APOE 4/4,5.0,40.0,2,5.7,28.31993047097833,2.2976439858210416
72,APOE 4/4,5.0,40.0,3,26.8,218.46235586130942,11.824747255475465
73,APOE 4/4,5.0,40.0,4,8.799999999999999,29.984273780110804,2.3361320388225395
74,APOE 4/4,5.0,40.0,5,3.8,27.438568588605154,2.3810295532496815
75,APOE 4/4,7.5,0.0,1,25.5,224.53434118793285,5.620483921887969
76,APOE 4/4,7.5,0.0,2,3.2,29.244835774697346,3.118211286770104
77,APOE 4/4,7.5,0.0,3,16.0,619.470434727874,44.50500533561036
78,APOE 4/4,7.5,0.0,4,2.5,26.593999041227725,2.5339278389044226
79,APOE 4/4,7.5,0.0,5,5.3,28.219542079648285,2.3021809760886214
80,APOE 4/4,7.5,10.0,1,10.0,27.14834906313382,3.46855994300987
81,APOE 4/4,7.5,10.0,2,4.0,28.741461337944216,1.8963475859435686
82,APOE 4/4,7.5,10.0,3,11.799999999999999,26.993389848047794,2.246246227705181
83,APOE 4/4,7.5,10.0,4,6.7,27.922927051474282,2.6520997802291673
84,APOE 4/4,7.5,10.0,5,5.0,426.44399411098505,12.68146295974632
85,APOE 4/4,7.5,20.0,1,6.0,28.705861844881923,2.6764710293502216
86,APOE 4/4,7.5,20.0,2,8.6,426.06774924917795,29.011674246237924
87,APOE 4/4,7.5,20.0,3,23.200000000000003,320.1752095413862,8.495219675923275
88,APOE 4/4,7.5,20.0,4,94.8,134946.35891165782,144.78880104575148
89,APOE 4/4,7.5,20.0,5,13.900000000000002,124.37153951040446,4.050298082950688
90,APOE 4/4,7.5,30.0,1,99.2,156186.02605954156,140.09997804452533
91,APOE 4/4,7.5,30.0,2,1.7000000000000002,28.152381849823705,1.858956414379671
92,APOE 4/4,7.5,30.0,3,1.9,30.312257870720252,2.5711695289889054
93,APOE 4/4,7.5,30.0,4,2.9000000000000004,27.443838124577415,2.4505365171604208
94,APOE 4/4,7.5,30.0,5,7.7,216.88507458563157,9.870792881489464
95,APOE 4/4,7.5,40.0,1,2.3,26.692090857008935,1.8248383537183184
96,APOE 4/4,7.5,40.0,2,8.6,27.948392153180208,1.9179399623160813
97,APOE 4/4,7.5,40.0,3,1.7000000000000002,27.80664417384636,2.3693926270271786
98,APOE 4/4,7.5,40.0,4,99.7,158518.4827574729,134.37486583297007
99,APOE 4/4,7.5,40.0,5,2.1,58.28089571754853,4.0492249935716345
100,APOE 4/4,10.0,0.0,1,2.9000000000000004,27.372017282960734,2.6718155996392965
101,APOE 4/4,10.0,0.0,2,4.7,26.798257623082893,1.9370845927544234
102,APOE 4/4,10.0,0.0,3,7.9,124.21659168864497,4.586682092627119
103,APOE 4/4,10.0,0.0,4,3.4000000000000004,28.896558230719457,3.467265029511375
104,APOE 4/4,10.0,0.0,5,2.9000000000000004,27.292690664213588,2.835934205587278
105,APOE 4/4,10.0,10.0,1,14.099999999999998,283.73316853758416,7.329820755069611
106,APOE 4/4,10.0,10.0,2,1.0999999999999999,26.928575396508904,2.0286329890888917
107,APOE 4/4,10.0,10.0,3,9.0,28.02662454293656,2.7136717548773683
108,APOE 4/4,10.0,10.0,4,99.8,156027.05613139534,148.86416568699752
109,APOE 4/4,10.0,10.0,5,4.3,25.670564789996213,2.6355105590918506
110,APOE 4/4,10.0,20.0,1,7.8,27.643229153235456,2.301450976962186
111,APOE 4/4,10.0,20.0,2,12.1,64.96360435852534,2.2199223792879597
112,APOE 4/4,10.0,20.0,3,4.9,29.681195721403455,1.7860635928996018
113,APOE 4/4,10.0,20.0,4,28.299999999999997,1620.8645043708702,40.89852347726931
114,APOE 4/4,10.0,20.0,5,6.6000000000000005,1127.6876632809112,20.685624162844906
115,APOE 4/4,10.0,30.0,1,85.9,99032.45125415822,136.99034203482728
116,APOE 4/4,10.0,30.0,2,6.7,27.809128774971164,1.964645707167192
117,APOE 4/4,10.0,30.0,3,2.1999999999999997,27.42509998021786,1.8517240947872673
118,APOE 4/4,10.0,30.0,4,2.4,127.58998660123507,2.8445478458329063
119,APOE 4/4,10.0,30.0,5,26.3,220.82753035532608,4.41888959662638
120,APOE 4/4,10.0,40.0,1,13.8,124.91884937331646,4.20300072745442
121,APOE 4/4,10.0,40.0,2,17.2,2944.903308137942,30.733665526550407
122,APOE 4/4,10.0,40.0,3,3.5999999999999996,26.89547898182949,1.949011587378816
123,APOE 4/4,10.0,40.0,4,3.5999999999999996,28.0297621540243,2.2093929314524945
124,APOE 4/4,10.0,40.0,5,3.0,26.598128050201232,1.9674716324357484
